SKU,name,URL to product,price,Retail Price,URL to image,URL to thumbnail image,Commission,Category,Subcategory,Description,SearchTerms,Status,MerchantID,Custom 1,Custom 2,Custom 3,Custom 4,Custom 5,StoreID,Manufacturer,PartNumber,MerchantCategory,MerchantSubCategory,ShortDescription,ISBN,UPC,CrossSell,MerchantGroup,MerchantSubgroup,CompatibleWith,CompareTo,QuantityDiscount,Bestseller,AddToCartURL,ReviewsRSSURL,Option1,Option2,Option3,Option4,Option5,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse,ReservedForFutureUse
AGA903,Swedish Fork Knife,http://www.arthritissupplies.com/swedish-fork-knife.html,24.95,"",http://www.arthritissupplies.com/assets/images/AGA903SwedishForkKnife.jpg,http://www.arthritissupplies.com/assets/images/AGA903SwedishForkKnife.jpg,"",12,183,"These ergonomically designed Swedish kitchen knives feature stainless steel blades and provide good balance that gives the arm, wrist and hand a neutral and relaxed working position.  The design increases leverage in cutting, utilizing the power of the whole arm and conserving energy, thus making it easier to use for those with a weak grasp and/or reduced hand strength.  In using these Swedish kitchen knives you will avoid working with bent wrists and subsequent excessive strain and pain. The upright handles also reduce the risk of cutting injuries in the fingers, which can happen with traditional knives when the hand slides over the handle to the blade!  The Swedish Fork Knife is multipurpose knife with a two prong fork-like tip and a serration on half the blade. Few blades can cut through the thin skin of tomatoes as the 4.5 inch long blade of the Fork Knife. Excellent for food preparation and dining. Weighs 3 3/8 oz.			Swedish Fork Knife Specifications:									Weight:		 3 3/8 oz.							Blade Length:		4.5 inch				","swedish fork knife, forked knife, right angle knives, upright handle knife, ergonomic knife, kitchen knives, for arthritis, arthritic, elderly with arthritis, seniors, rheumatoid, osteoarthritis","",942,"","","","","",2,"The Wright Stuff, Inc.","",In the Kitchen,Adapted Knives and Utensils,Avoids excessive wrist strain and pain,"","","APP3008,CRP002",,,"","",,"","","","","","","","","","","","","","","","",""
AGA907,Swedish Meat Knife,http://www.arthritissupplies.com/swedish-meat-knife.html,35.95,"",http://www.arthritissupplies.com/assets/images/Swedish_meat_knife_AGA907.jpg,http://www.arthritissupplies.com/assets/images/Swedish_meat_knife_AGA907.jpg,"",12,183,"These ergonomically designed Swedish kitchen knives feature stainless steel blades and provide good balance that gives the arm, wrist and hand a neutral and relaxed working position.  The ergonomic handle design increases leverage in cutting, utilizing the power of the whole arm and conserving energy, thus making it easier to use for those with a weak grasp and/or reduced hand strength.  In using these Swedish Kitchen Tools you will avoid working with bent wrists and subsequent excessive strain and pain. The upright handles also reduce the risk of cutting injuries in the fingers, which can happen with traditional knives when the hand slides over the handle to the blade!  The Swedish Meat Knife has a smooth edge - ideal for cutting meat and vegetables. Weighs 6 oz. 8 inch blade.			Swedish Meat Knife Specifications:									Weighs:		6oz.							Blade Length:		8 inch				","swedish meat knife, swedish knives, ergonomic knives, upright handle knives, arthritis tools, kitchen knife, right angle knife, meat knife, arthritis, arthritic, for rheumatoid, osteoarthritis, elderly with arthritis, seniors, an arthritis handicap, disability, therapy utensils, devices, aids, products, supplies","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,Discontinued Items,"Ergonomically design gives the arm, wrist and hand a neutral and relaxed working position.","","","AKE330,AMCPNC2",,,"","",,"","","","","","","","","","","","","","","","",""
AGA908,Swedish Bread Knife,http://www.arthritissupplies.com/swedish-bread-knife.html,29.95,"",http://www.arthritissupplies.com/assets/images/Swedish_bread_knife_AGA908.jpg,http://www.arthritissupplies.com/assets/images/Swedish_bread_knife_AGA908.jpg,"",12,183,"This ergonomically designed Swedish Bread Knife features a high quality stainless steel blade. The ergonomic handle design provides proper positioning allowing the arm, wrist and hand a neutral, relaxed working position. The design increases leverage in cutting, utilizing the power of the whole arm and conserving energy, thus making it easier to use for those with a weak grasp and/or reduced hand strength.  In using the Swedish Bread Knife, you will avoid working with bent wrists to help prevent wrist strain and pain. The upright handles help reduce the risk of cutting injuries in the fingers, which can happen with traditional knives when the hand slides over the handle to the blade!  The Swedish Bread Knife has a serrated blade for cutting breads.  8 inch long stainless steal blade. Weighs 5 1/2 oz.			Swedish Bread Knife Specifications:									Blade length:		8"" stainless steel blade.							Weight:		5 1/2 oz				","swedish bread knife, kitchen knives, arthritis knives, arthritis tools, ergonomic knives, upright handle knife, arthritic knife, knives, rheumatoid, osteoarthritis, elderly, seniors, an arthritis handicap, disability, therapy utensils, tools, devices, aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",In the Kitchen,Adapted Knives and Utensils,"Keeps the arm, wrist and hand in a neutral and relaxed working position","","","AMI307,ATP1220",,,"","",,"","","","","","","","","","","","","","","","",""
AGC350,Gripeaze Comfort Handles - Discontinued,http://www.arthritissupplies.com/gripeaze-comfort-handles.html,11.95,"",http://www.arthritissupplies.com/assets/images/gripease-black.jpg,http://www.arthritissupplies.com/assets/images/gripease-black.jpg,"",12,183,"Gripeaze Comfort Handles are great for anyone who needs a little bigger grip due to weak hands, muscle cramps, Arthritis or Muscular Dystrophy.  These easy-to-use handles are small enough to fit nicely in a pocket or purse, so they're ready whenever you need them. They naturally adjust to items of different shapes and sizes, so you only need one Gripeaze handle for all your small tools and utensils.  Gripeaze comfort handles are ergonomically designed for a sure comfortable grip that lets you keep up with your favorite hobbies: - Crochet - Needle Felting - Leather Work - Drawing - Painting ...or other activities that require small tools or utensils.  Gripeaze handles are ergonomically designed for a sure, comfortable grip.  They attach easily to:  Pens Pencils Crochet hooks Paintbrushes Toothbrushes and More... 			Gripeaze Comfort Handles - Discontinued Specifications:									Made in:		the USA.							Measures:		open - 2 inches long, 1 ¼ inch diameter.							Measures:		closed - overall 6 inch circumference.				","gripeaze comfort handles, gripeaze handle, gripeaze grip, gripeaze handles, for people with, weak hands, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,Discontinued Items,Great for anyone who needs a little bigger grip due to weak hands.,"","","AEG4441,AGG200",,,"","",,"","","","","","","","","","","","","","","","",""
AGG200,Great Grips - Two Lever Doorknob Grippers,http://www.arthritissupplies.com/great-grips-two-lever-doorknob-grippers.html,12.95,"",http://www.arthritissupplies.com/assets/images/two-lever-grippers.jpg,http://www.arthritissupplies.com/assets/images/two-lever-grippers.jpg,"",12,183,"The new Great Grips Two Lever Doorknob Grippers are an inconspicuous addition that makes any round doorknob easy to turn with a closed fist, elbow, or even a single finger. They give everyone, young and old, the ability to grip and turn doorknobs effortlessly.  The Great Grips Two Lever Doorknob Grippers are designed to provide extra leverage and grip for individuals with arthritis or other hand conditions that cause grip weakness. Soft and comfortable, these doorknob grips feature a small lever that makes gripping and turning round doorknobs unbelievably easy.  Great Grips Two Lever Doorknob Grippers are easy to install. The soft material easily stretches to fit the knob. The material becomes even more flexible after immersing it in hot water for 10 seconds.  The material is durable, and can be cleaned in a dishwasher.  Choose between a clear or glow in the dark style. With the glow in the dark Great Grips Two Lever Doorknob Grippers normal exposure to sunlight, special ""glow"" crystals embedded within the grip will enable it to be visible at in the dark for up to 6 hours!			Great Grips - Two Lever Doorknob Grippers Specifications:									Package:		2 grippers.							Size:		one size fits all.							Fits:		most round doorknobs.							Installation:		just slip over the door knob.				","great grips two lever doorknob grippers, great grips two lever door knob grippers, great grips door knob gripper, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Around the House,"Grips, Adapters, Holders",Designed to provide extra leverage and grip for individuals with arthritis or other hand conditions that cause grip weakness.,"","","AJF77,AKE31581",,,"","",,"","","","","","","","","","","","","","","","",""
AGG300,Great Grips Doorknob Turners - Discontinued,http://www.arthritissupplies.com/great-grips-doorknob-turners.html,6.95,"",http://www.arthritissupplies.com/assets/images/GGHand2.jpg,http://www.arthritissupplies.com/assets/images/GGHand2.jpg,"",12,183,"The simple act of opening a door is taken for granted by most.  But round doorknobs can be difficult and painful to open for seniors, arthritis sufferers, and the disabled.  Now with  Great Grips Doorknob Turners, opening doors has become an easy task.  Two Clear Great Grips per package.","great grips doorknob turners, great grips door knob turners, door knob turner, doorknob turner, door knob grip, doorknob grip, door knob gripper, doorknob gripper, arthritis aids, occupational therapy, arthritis tools, grasping aids, grasping help, handicapped aids, disability products, disability aids, rheumatoid, osteoarthritis, elderly, seniors, arthritic","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,Discontinued Items,Open Doors Without Pain!,"","","",,,"","",,"","","","","","","","","","","","","","","","",""
AGG300f,Great Grips Faucet Grips,http://www.arthritissupplies.com/great-grips-faucet-grips.html,6.95,"",http://www.arthritissupplies.com/assets/images/GGFaucet2.jpg,http://www.arthritissupplies.com/assets/images/GGFaucet2.jpg,"",12,183,"Great Grips Faucet Grips make turning the water on and off an effortless task for people with arthritis.  Two Great Grips Faucet Grips per package, one red and one blue.  They're also a big help in eliminating confusion of which faucet is hot and cold water. The bright red and blue color-coded faucets provide a great visual cue.  ","great grips, great grips faucet grips, great grip faucet grips, weak hands, weak hand, arthritis hand, knob gripper, arthritis aids, disability aids, occupational therapy, arthritis tools, disabled tools, grasping aids, grasping tool, handicap accessories, handicapped aids, disability products, disability aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",Around the House,"Grips, Adapters, Holders",Make turning the water on and off an effortless task for people with arthritis.,"","","",,,"","",,"","","","","","","","","","","","","","","","",""
AHM62517,Never Pump Trigger Sprayer- Discontinued,http://www.arthritissupplies.com/never-pump-trigger-sprayer.html,11.95,"",http://www.arthritissupplies.com/assets/images/Hudson.jpg,http://www.arthritissupplies.com/assets/images/Hudson.jpg,"",12,183,Ergonomically designed Battery Powered Trigger Sprayer for your comfort.  This trigger sprayer is great for people with arthritic hands and fingers.  The Battery Powered Trigger Sprayer eliminates muscle and joint pain associated with manually pumping a trigger sprayer.			Never Pump Trigger Sprayer- Discontinued Specifications:									Capacity		36 oz/ 1 liter				,"battery trigger sprayer, battery powered trigger sprayer, trigger sprayer with battery, for rheumatoid, osteoarthritis, elderly, seniors with arthritis, handicap, an arthritis disability, therapy utensils, tools, devices, aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,Discontinued Items,Multipurpose Battery Powered Trigger Sprayer,"","","",,,"","",,"","","","","","","","","","","","","","","","",""
AHP100,Handi Bracelet,http://www.arthritissupplies.com/handi-bracelet-helps-fasten-clasp-bracelets.html,5.95,"",http://www.arthritissupplies.com/assets/images/Mauve_Handi_Bracelet.jpg,http://www.arthritissupplies.com/assets/images/Mauve_Handi_Bracelet.jpg,"",12,183,"Handi Bracelet helps you easily and effortlessly fasten all of your lobster claw and toggle clasp bracelets by yourself!  Is there anything more frustrating than trying to single handedly hold your bracelet on your wrist while you are trying to fasten it at the same time? The bracelet slips and slides and falls off your wrist, or the clasp moves out of reach just as you are about to fasten it--all in an exasperating dance that many times ends with the bracelet being left at home and you going out with a naked wrist!  Well, now you can dance for joy because Handi Bracelet helps you easily and effortlessly fasten all of your lobster claw and toggle clasp bracelets by yourself! Handi Bracelet is an attractive elastic bracelet with a hook that firmly holds your bracelet in place on your wrist so you can quickly fasten it with your free hand.			Handi Bracelet  :: Helps Fasten Clasp Bracelets Specifications:									Size:		One size fits all.				","handi bracelet, help attach, fasten bracelet, bracelets, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, therapy utensils, tools, devices, aids ","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Dressing Aids,Effortlessly fasten all of your lobster claw and toggle clasp bracelets by yourself.,"","","",Jewelry Helpers,,"","",,"","","","","","","","","","","","","","","","",""
AHS001,Handy Seat Rest Cane,http://www.arthritissupplies.com/handy-seat-rest-cane.html,29.95,"",http://www.arthritissupplies.com/assets/images/lady.gif,http://www.arthritissupplies.com/assets/images/lady.gif,"",12,183,"The Handy Seat Rest Cane was designed for people who require either walking or resting assistance. Perfect for individuals who suffer from arthritis, hip or leg surgery, fibromyalgia, back injury or any other physical disability that makes walking for an extended period difficult.  Having the Handy Seat available allows you to rest when needed or can be used as a walking cane. Lightweight aluminum has a cushioned grip handle, vinyl 7 1/2"" square seat, 3 rubber-tipped legs. Weighs only 28 ounces, supports up to 250 pounds! Folds to 25"" high.  Perfect for everyday walking or sitting!  Suitable for people 5'2"" (157 cm) to 6'2"" (188 cm) tall.			Handy Seat Rest Cane Specifications:									Weight:		28 ounces.							Weight Capacity:		250 lbs							Measurements:		Folded: 9"" x 2"" x 34"". Unfolded: 9"" x 8"" x 22"".							Cane Length:		34"" tall.							Seat Height:		21"" tall.				","handy seat, handy seat waling cane, cane seat, cane seat rest, for rheumatoid, osteoarthritis, elderly, seniors with arthritis, handicap, an arthritis disability, therapy utensils, tools, devices, supplies, products, aids ","",942,"","","","","",2,"The Wright Stuff, Inc.","",On the Move,"Sitting, Standing and Walking Aids",Allows you to rest when needed or can be used as a walking cane.,"","","ADLPL36,ADM821315",,,"","",,"","","","","","","","","","","","","","","","",""
AIS3003,Neo Bird Writing Pen,http://www.arthritissupplies.com/neo-bird-writing-pen.html,4.95,"",http://www.arthritissupplies.com/assets/images/Neo_Pen_XT03003a_web.JPG,http://www.arthritissupplies.com/assets/images/Neo_Pen_XT03003a_web.JPG,"",12,183,"Say goodbye to writer's cramp forever!  The Neo Bird Writing Pen is a great relief for people with arthritis or hand ailments or injuries. The unique, patented design of this innovation in writing instruments allows the weight of your hand to work for you, not against you. Black ink, medium ball point.  Neo Bird Writing Pen AIS3003","arthritic writing aids, arthritis writing, arthritic writing instruments, Neo Bird, ring pen, occupational therapy, pen for arthritic hand, hands, rheumatoid, osteoarthritis, seniors, elderly, Neo Bird Writing Pen, pen for arthritic hands, writing pen for people with arthritis, Neo Bird Pen","",942,"","","","","",2,"The Wright Stuff, Inc.","",Around the House,Office Aids,Great relief for people with arthritis or hand ailments or injuries.,"","","AMI219,NC2821",,,"","",,"","","","","","","","","","","","","","","","",""
AIT100,Maddox Professional Helper Knife,http://www.arthritissupplies.com/maddox-professional-helper-knife.html,32.95,"",http://www.arthritissupplies.com/assets/images/maddox-helper-knife.jpg,http://www.arthritissupplies.com/assets/images/maddox-helper-knife.jpg,"",12,183,"The Maddox Professional Helper Knife is a rocker knife designed for use by individuals with upper extremity disabilities or use of only one hand. This knife requires predominantly downward pressure and minimal rocking motion to cut. The knife has a weighted blade with a hollow ground 440 stainless steel edge. The knife is designed on a vertical axial plane design that provides control when pushing down, limiting slippage and increasing force.  The tall wood and epoxy handle keeps hands and fingers suspended above the cutting area and the groove notch at the top provides a thumb index centering the hand above the blade for single hand use. In addition, the handle provides sufficient surface area for two hands to clasp the sides of the handle and generate cutting force. The knife includes a snap-on, snap-off Kydex sheath for transport and storage.                            			Maddox Professional Helper Knife Specifications:									Dimensions:		6.25 inches long and the handle is 4.25 inches tall.							Weight:		5.1 ounces.				","maddox professional helper knife, helper knife, rocker knife, rocking knife, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products  ","",942,"","","","","",2,"The Wright Stuff, Inc.","",In the Kitchen,Adapted Knives and Utensils,"Rocker knife designed for use by individuals with upper extremity disabilities, arthritis or use of only one hand.   ","","","AKE33044,AJB0511",,,"","",,"","","","","","","","","","","","","","","","",""
AIT200,Blue PocketDresser,http://www.arthritissupplies.com/blue-pocketdresser-buttonhook-zipper-pull-and-button-aid.html,39.95,"",http://www.arthritissupplies.com/assets/images/PocketDresser-blue.jpg,http://www.arthritissupplies.com/assets/images/PocketDresser-blue.jpg,"",12,183,"The PocketDresser is a combination button hook, zipper pull, and button aid designed for use by individuals with fine motor or upper extremity disabilities. The device incorporates a large button-hook, a small button-hook, a zipper pick, and a closed loop buttoning aid, all of which fold into a pocket-knife-style handle. The zipper pick functions as a zipper pull and can be used to free a buried zipper tab or untie knotted shoelaces.  A spring-tensioned design secures the tools to the handle and allows for wear over time. A loop on the handle aids in grasping the device. All four tools are manufactured from fully-hardened 301 stainless steel and will flex slightly and maintain their original shape. Open triangles above each tool are consecutively indexed to allow identification by touch or feel. A pocket clip is included to secure the tools in a pocket or purse.                                                            			Blue PocketDresser :: Buttonhook, zipper pull, and button aid. Specifications:									Dimensions:		strap is 10 millimeters and the triangles are 15 millimeters.							Weighs:		just 4.1 ounces. 							Closed Length:		124mm / 4 7/8 in.							Open Length:		219mm 8 5/8 in.				","pocketdresser, pocket dresser, button-hook, button hook, zipper pull, button aid, folding, travel, dressing aid, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Dressing Aids,"Folding combination button-hook, zipper pull, and button aid.","","","CMT96313,AIT100",Buttoning and Zipping Aids,,"","",,"","","","","","","","","","","","","","","","",""
AIT300,Red PocketDresser,http://www.arthritissupplies.com/red-pocketdresser-button-hook-zipper-pull-and-button-aid.html,39.95,"",http://www.arthritissupplies.com/assets/images/Red-PocketDressor.jpg,http://www.arthritissupplies.com/assets/images/Red-PocketDressor.jpg,"",12,183,"The PocketDresser is a combination button hook, zipper pull, and button aid designed for use by individuals with fine motor or upper extremity disabilities. The device incorporates a large button-hook, a small button-hook, a zipper pick, and a closed loop buttoning aid, all of which fold into a pocket-knife-style handle. The zipper pick functions as a zipper pull and can be used to free a buried zipper tab or untie knotted shoelaces.  A spring-tensioned design secures the tools to the handle and allows for wear over time. A loop on the handle aids in grasping the device. All four tools are manufactured from fully-hardened 301 stainless steel and will flex slightly and maintain their original shape. Open triangles above each tool are consecutively indexed to allow identification by touch or feel. A pocket clip is included to secure the tools in a pocket or purse.                                                            			Red PocketDresser :: Button Hook, zipper pull, and button aid. Specifications:									Dimensions:		strap is 10 millimeters and the triangles are 15 millimeters.							Weighs:		just 4.1 ounces.							Closed Length:		124mm / 4 7/8 in.							Open Length:		219mm 8 5/8 in.				","red pocketdressor, button hook, button-hook, zipper pull, button aid, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Dressing Aids,"Folding combination button-hook, zipper pull, and button aid.","","","ABH34520,AIT100",Buttoning and Zipping Aids,,"","",,"","","","","","","","","","","","","","","","",""
AJB0511,100 Questions & Answers About Arthritis,http://www.arthritissupplies.com/100-questions-answers-about-arthritis.html,18.95,"",http://www.arthritissupplies.com/assets/images/100-QA-arthritis.jpg,http://www.arthritissupplies.com/assets/images/100-QA-arthritis.jpg,"",12,183,"100 Questions & Answers About Arthritis wa written by a prominent physician, this book provides authoritative, practical answers to 100 of the most common questions asked by arthritis patients, including diagnosis, underlying causes, treatment options, sources of support, and much more.  More than 2 million Americans suffer from rheumatoid arthritis.  Whether you've been diagnosed with rheumatoid arthritis or care for someone with this disease, 100 Questions & Answers About Arthritis, offers help.  Concise, easy-to-read paperback book.  The question and answer format mimics an actual physician consultation.  Provides both the patient's and physician's perspective on rheumatoid arthritis.  Provides practical answers to questions about diagnosis, underlying causes, treatment options, sources of support, and much more. ","arthritis, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability,therapy utensils, tools, devices,aids, book, books","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,"Coupons, overstock & sale items.","Authoritative, practical answers to 100 of the most common questions asked by arthritis patients.","","","ATS8199,CP710",,,"","",,"","","","","","","","","","","","","","","","",""
AJB3741,Weed Grabber :: weed puller,http://www.arthritissupplies.com/weed-grabber.html,11.95,"",http://www.arthritissupplies.com/assets/images/weed-grabber.jpg,http://www.arthritissupplies.com/assets/images/weed-grabber.jpg,"",12,183,"Weeding is easy with the Weed Grabber. Just push the 3-prong head over the base of the weed and turn -- ratchet action makes it easy to turn a full 360 degrees-then simply pull the weed out, roots and all!			Weed Grabber Specifications:									Construction:		Rust resistant aluminum with sure grip plastic handles.							Length:		20 inches.				","weed puller, weed grabber, help weeding, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Around the House,Arthritis Gardening Tools,Long handled weed puller.,"","","APW30,AAM3000",,,"","",,"","","","","","","","","","","","","","","","",""
AJB3747,Roll On Lotion Applicator,http://www.arthritissupplies.com/roll-on-lotion-applicator.html,8.95,"",http://www.arthritissupplies.com/assets/images/roll-a-lotion-2.jpg,http://www.arthritissupplies.com/assets/images/roll-a-lotion-2.jpg,"",12,183,"Now you can easily apply lotion to your back and elsewhere while massaging your muscles - all without the need to twist and turn into a human pretzel.   Just fill Roll A Lotion Massager and Lotion Applicator with your favorite moisturizer, oil or foaming bath gel.   The 19 rolling balls soothe and invigorate as they massage in the liquid evenly.   The extra long removable handle makes it easy to reach your back - or any other hard-to-reach area.   You can slide the handle off the applicator to massage your arms or legs without getting your hands greasy. 			Roll On Lotion Applicator Specifications:									Length:		17 inches							Massage Balls:		19				","rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, therapy utensils, tools, devices, aids, roll on, lotion, applicator, lotion applicator, extension, handle, massage, lubricate","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Grooming and Hygiene Aids,19 rolling balls soothe and invigorate as they massage in the liquid evenly. ,"","","AJB4966,ATC30800",,,"","",,"","","","","","","","","","","","","","","","",""
AJB422,Arthritis Therapy Gloves,http://www.arthritissupplies.com/arthritis-therapy-gloves.html,12.95,"",http://www.arthritissupplies.com/assets/images/arthritis-therapy-gloves.jpg,http://www.arthritissupplies.com/assets/images/arthritis-therapy-gloves.jpg,"",12,183,"These specially made Arthritis Therapy Gloves are a great way to help relieve the pain associated with arthritis. They provide light compression to help relieve swelling, as well as a layer to keep the skin warm - which can help reduce pain. The material is thin enough to be worn during daily activities and leaves your fingertips free.  Black with red trim. 			Arthritis Therapy Gloves Specifications:									Color:		black with red trim.							Sold:		in pairs.				","arthritis therapy gloves, therapeutic glove, gloves for arthritis therapy, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",For Your Comfort,Joint Supports & Splints,Help to relieve the pain associated with arthritis.,"","","AMI7535812,AIT300",,,"","",,"","","","","","","","","","","","","","","","",""
AJB4233,Adjustable Height Hair Dryer Stand,http://www.arthritissupplies.com/adjustable-height-hair-dryer-stand.html,14.95,"",http://www.arthritissupplies.com/assets/images/drying-styling-stand.jpg,http://www.arthritissupplies.com/assets/images/drying-styling-stand.jpg,"",12,183,"The Adjustable Height Dryer Stand saves time styling, straightening, drying, and volumnizing your hair. The Hair Dryer Stand frees both hands so you can be done styling in record time – styling hair made so easy! Now you can eliminate the fatigue of holding that heavy hair dryer!  Recommended by professional stylists for all hair types, the simple to use Hands Free Hair Dryer Stand is designed for counter top or vanity. It easily adjusts to accommodate users of any height. The flexible gooseneck allows you to bend and focus air at any angle. Drying hair made easy!			Adjustable Height Hair Dryer Stand Specifications:									Height adjustable to		36 Inches				","hair dryer stand, hands free hair dryer stand, flexible hair dryer stand, adjustable hair dryer stand, telescoping hands free hair dryer stand, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, therapy utensils, tools, devices, aids","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Grooming and Hygiene Aids,"Telescoping neck adjusts to any height up to 36"".","","","",,,"","",,"","","","","","","","","","","","","","","","",""
AJB4966,Lighted Magnifier Tweezers - Discontinued,http://www.arthritissupplies.com/lighted-magnifier-tweezers.html,8.95,"",http://www.arthritissupplies.com/assets/images/lighted-magnifier-tweezer.jpg,http://www.arthritissupplies.com/assets/images/lighted-magnifier-tweezer.jpg,"",12,183,"These Easy Grip Lighted Magnifying Tweezers are the ideal solution for anyone who wants to see what they have been missing. This unique and handy little tool's built-in magnifier helps you to see the smallest things - whether you're shaping eyebrows, or pulling out that hard to get splinter. The attached bright LED light shines directly where you need it, enabling you to better see the unwanted hair or splinter you want to get rid of.   Unlike traditional tweezers that are small and hard to hold onto, this pair of lighted tweezers has been designed with a wide easy-to-grip handle. This allows for the dexterity you need for these delicate tasks. The tweezers also come with a convenient storage pouch to store them in, along with a little brush. The small size of the Lighted Magnifying Tweezers means they are handy for taking with you when you travel, or they can be kept easily in a purse or glove compartment.  			Lighted Magnifier Tweezers - Discontinued Specifications:									Magnification		8 x				","lighted tweezers, easy to grip tweezers, magnifying tweezers, rheumatoid, osteoarthritis, elderly, seniors, arthritis handicap, arthritis disability, therapy utensils, tools, devices, aids, lighted magnifying tweezers","",942,"","","","","",2,"The Wright Stuff, Inc.","",Web Specials,Discontinued Items,"Lighted, easy-to-grip, magnifying tweezers!","","","",,,"","",,"","","","","","","","","","","","","","","","",""
AJB5231,Comfort Wipe,http://www.arthritissupplies.com/comfort-wipe-long-reach-toilet-aid.html,14.95,"",http://www.arthritissupplies.com/assets/images/comfort-wipe.jpg,http://www.arthritissupplies.com/assets/images/comfort-wipe.jpg,"",12,183,"The Comfort Wipe extends your reach 15-3/4 inches for better cleaning when reaching is difficult. Ergonomically designed for ease, comfort and cleanliness. Ergonomic shape helps those with limited dexterity. A soft flexible head grips toilet paper, tissue or pre-moistened wipes securely. Unique release button for fast, sanitary disposal.			Comfort Wipe :: Long Reach Toilet Aid Specifications:									Length:		15-3/4 inches.				","comfort wipe, toilet aid, toileting aid, wiping aid, help wipe, help reach, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products ","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Toileting Aids,Extends your reach 15-3/4 inches for better cleaning when reaching is difficult.,"","","AMC6700,ADD40023",,,"","",,"","","","","","","","","","","","","","","","",""
AJB5539,Bathtub Steps,http://www.arthritissupplies.com/bathtub-steps.html,29.95,"",http://www.arthritissupplies.com/assets/images/bath-step.jpg,http://www.arthritissupplies.com/assets/images/bath-step.jpg,"",12,183,"The Bathtub Steps add safety and stability when getting in and out of the bathtub. It provides a four-inch boost, with slip-resistant textured top and rubberized feet enabling users to confidently climb over the tub wall, even in wet conditions.  Steps are sold individually.  Additional steps can be stacked on top, adding two inches each.			Bathtub Steps Specifications:									Construction:		plastic.							Measures:		19 3/4 x 16 x 4 inches.							Supports up to:		418 pounds.							Package:		one step.				","bathtub step, bath tub step, tub steps, for people with, rheumatoid, osteoarthritis, elderly, seniors, handicap, disability, arthritis, arthritic, therapy, utensils, tools, devices, aids, products","",942,"","","","","",2,"The Wright Stuff, Inc.","",Getting Ready,Bathing Aids,Helps make getting in and out of the bathtub easier.,"","","AIT100,CEH32064",,,"","",,"","","","","","","","","","","","","","","","",""
